206.727	0.0065
207.113	0.0065
207.498	0.0065
207.884	0.0065
208.269	0.0065
208.655	0.0065
209.040	0.0065
209.426	0.0065
209.812	0.0065
210.197	0.0067
210.583	0.0077
210.969	0.0072
211.355	0.0070
211.741	0.0074
212.127	0.0071
212.513	0.0075
212.899	0.0074
213.285	0.0074
213.671	0.0066
214.057	0.0068
214.443	0.0071
214.829	0.0073
215.215	0.0075
215.602	0.0076
215.988	0.0080
216.374	0.0081
216.761	0.0086
217.147	0.0089
217.534	0.0085
217.920	0.0079
218.307	0.0081
218.694	0.0087
219.080	0.0086
219.467	0.0081
219.854	0.0078
220.240	0.0078
220.627	0.0088
221.014	0.0086
221.401	0.0088
221.788	0.0100
222.175	0.0107
222.562	0.0115
222.949	0.0123
223.336	0.0118
223.723	0.0118
224.110	0.0121
224.497	0.0126
224.885	0.0121
225.272	0.0125
225.659	0.0136
226.047	0.0122
226.434	0.0127
226.822	0.0137
227.209	0.0141
227.597	0.0145
227.984	0.0157
228.372	0.0161
228.759	0.0161
229.147	0.0172
229.535	0.0187
229.923	0.0195
230.310	0.0196
230.698	0.0202
231.086	0.0200
231.474	0.0209
231.862	0.0223
232.250	0.0222
232.638	0.0225
233.026	0.0230
233.414	0.0242
233.802	0.0254
234.191	0.0252
234.579	0.0263
234.967	0.0269
235.355	0.0268
235.744	0.0270
236.132	0.0274
236.521	0.0270
236.909	0.0282
237.298	0.0292
237.686	0.0294
238.075	0.0293
238.463	0.0304
238.852	0.0300
239.241	0.0304
239.629	0.0306
240.018	0.0303
240.407	0.0303
240.796	0.0313
241.185	0.0318
241.574	0.0320
241.963	0.0314
242.352	0.0317
242.741	0.0319
243.130	0.0319
243.519	0.0323
243.908	0.0328
244.297	0.0326
244.687	0.0325
245.076	0.0323
245.465	0.0318
245.855	0.0321
246.244	0.0320
246.634	0.0328
247.023	0.0322
247.413	0.0330
247.802	0.0332
248.192	0.0333
248.581	0.0341
248.971	0.0335
249.361	0.0335
249.751	0.0350
250.140	0.0353
250.530	0.0346
250.920	0.0344
251.310	0.0344
251.700	0.0349
252.090	0.0349
252.480	0.0346
252.870	0.0350
253.260	0.0352
253.650	0.0354
254.040	0.0356
254.431	0.0355
254.821	0.0352
255.211	0.0343
255.601	0.0351
255.992	0.0347
256.382	0.0344
256.773	0.0348
257.163	0.0352
257.554	0.0348
257.944	0.0336
258.335	0.0335
258.725	0.0324
259.116	0.0319
259.507	0.0320
259.898	0.0324
260.288	0.0326
260.679	0.0320
261.070	0.0325
261.461	0.0327
261.852	0.0322
262.243	0.0327
262.634	0.0319
263.025	0.0310
263.416	0.0313
263.807	0.0309
264.198	0.0310
264.589	0.0310
264.981	0.0302
265.372	0.0307
265.763	0.0294
266.155	0.0286
266.546	0.0280
266.937	0.0287
267.329	0.0286
267.720	0.0281
268.112	0.0288
268.504	0.0289
268.895	0.0285
269.287	0.0283
269.678	0.0287
270.070	0.0286
270.462	0.0290
270.854	0.0290
271.246	0.0284
271.637	0.0281
272.029	0.0287
272.421	0.0294
272.813	0.0298
273.205	0.0293
273.597	0.0297
273.989	0.0304
274.382	0.0303
274.774	0.0301
275.166	0.0311
275.558	0.0318
275.950	0.0323
276.343	0.0320
276.735	0.0325
277.127	0.0313
277.520	0.0314
277.912	0.0312
278.305	0.0313
278.697	0.0311
279.090	0.0316
279.483	0.0314
279.875	0.0317
280.268	0.0325
280.661	0.0327
281.053	0.0320
281.446	0.0324
281.839	0.0327
282.232	0.0329
282.625	0.0329
283.018	0.0340
283.411	0.0336
283.804	0.0337
284.197	0.0328
284.590	0.0325
284.983	0.0320
285.376	0.0323
285.769	0.0334
286.163	0.0327
286.556	0.0329
286.949	0.0329
287.342	0.0332
287.736	0.0333
288.129	0.0334
288.523	0.0335
